tweet_id,created_at,text,favorties,retweets
1243560656470790146,2020-03-27 15:28:59,"RT @bcarlsonDM: With 5G, network operators can exploit their position as telecom infrastructure providers to deliver new, value-added servi…",0,3
1243336727655329792,2020-03-27 00:39:10,"I spy with my data's eyes... 
Where is your #data taking you? Check out how we're using #EdgeComputing to mobilize… https://t.co/8o18JM5Elu",2,1
1242972816334565378,2020-03-26 00:33:07,"Ever wondered what #IoT looks like in real life? See how #AI, and #edgecomputing work hand in hand:… https://t.co/oc0YwA6aoQ",7,4
1242926789003038721,2020-03-25 21:30:13,What does visual analytics mean for supply chain operations? See how our partnership with @Hardisgroup is creating… https://t.co/RcJy9Xvhri,2,0
1242825409743519745,2020-03-25 14:47:22,RT @nutanix: An #IoT platform allows you to connect to any #cloud and analyze data at the edge from IoT sensors. Learn more about how @Nuta…,0,8
1242452414625722370,2020-03-24 14:05:13,IDC predicts that the collective sum of the world’s data will grow from 33 zettabytes in 2018 to 175ZB by 2025. Wit… https://t.co/Cz3VgUL9j2,4,1
1242248520154972161,2020-03-24 00:35:01,"Looking to expand your skillset while you #WFH? Here are our top 3 reads on #IIoT:
1. https://t.co/GJo507uQG8
2.… https://t.co/oqdmsRp4VS",6,3
1242168106908291072,2020-03-23 19:15:29,RT @WolleMS: Have a look at our latest new Features - Xi IoT’s continued journey to be a Multi-Cloud Platform #nutanix #xiiot  https://t.co…,0,2
1241152625711644672,2020-03-21 00:00:20,What are you building with #NutanixIoT? See how we're helping to power real factories: https://t.co/yA6cAv1ZxN https://t.co/sKVR6q6csP,3,3
1241053763768651777,2020-03-20 17:27:29,"RT @lukecjdavis: Very proud of working @nutanix with initiatives like these when the world is reacting to #coronavirus 
https://t.co/p9mmnV…",0,15
1240800257082101764,2020-03-20 00:40:08,"#SmartCity investments are expected to grow from $81 billion in 2018 to $158 billion in 2022, according to @IDC. Wh… https://t.co/NJmw7U3li9",8,6
1240760526000529411,2020-03-19 22:02:16,"RT @nutanix: What some things that you in IT can do to aid in the processes for quality detection, predictive maintenance, energy managemen…",0,3
1240680483270414336,2020-03-19 16:44:12,"While I'm #WFH, I'd like more resources on how #IoT is changing:",2,3
1240314042004242437,2020-03-18 16:28:06,"RT @nutanix: Supporting our staff, customers, and partners is of the utmost importance to us.  More on the steps we’re taking to ensure the…",0,9
1240286848301314049,2020-03-18 14:40:02,Take some time to think about what your company's operations. What insights are you missing?  #Data can get you the… https://t.co/FcXGJgclGS,3,0
1239973545469341696,2020-03-17 17:55:05,We're pleased to announce that @HardisGroup's Vision Insights powered by #NutanixIoT won the Grand Prize for AI Inn… https://t.co/K6rpU86trJ,10,6
1239582761100378113,2020-03-16 16:02:15,Tired of getting wrapped up in the #code when you really want to get into the #business applications? We've got jus… https://t.co/2wQLbeOeuU,7,4
1239541571198103552,2020-03-16 13:18:34,"RT @nutanix: Maximizing productivity with a powerful, high-performing #datacenter infrastructure and intelligent tech is a breeze with #Nut…",0,4
1238560485630500868,2020-03-13 20:20:05,Got #edgecomputing questions that only an expert can handle? Put us to the test! Come see us at Retail Expo in Lond… https://t.co/xoMmEckwKS,3,2
1238457696107536384,2020-03-13 13:31:38,"RT @cpouthier21: An #IoT platform allows you to connect to any cloud and analyze data at the edge. Learn more about how 
@NutanixIoT
 can h…",0,3
1238113633432993793,2020-03-12 14:44:27,RT @HardisGroup: 📰 Proud to be part of this two-step IIot blueprint by Amit Jain. Learn more about Vision Insights powered by Xi #IoT and o…,0,4
1237983968546480128,2020-03-12 06:09:13,"Wherever your business is going, your #IoT #data can help get you there. Let us help you put it to work:… https://t.co/VNicDFWeje",2,1
1237797696322310144,2020-03-11 17:49:02,Big thanks to @IMA_Innovation for awarding Vision Insights with the Grand Prize for AI Innovation at #DIMS2020! We'… https://t.co/e5CYGQQvqY,6,3
1237761720459972610,2020-03-11 15:26:05,"Talk #code to us- in your own language. Write functions in #JSON, #Python, #Golang or node.js with the Xi IoT platf… https://t.co/XDUcjZl2GN",3,3
1237486144381739015,2020-03-10 21:11:02,"Take control of your #IoT operations. Using #Nutanix Xi IoT means real-time analytics, freedom of choice, and trans… https://t.co/iVe76aVK76",6,3
1237029662875942912,2020-03-09 14:57:09,"Living on the #edge? We know that #IoT edge #data can be difficult to manage- lucky for you, we've got the perfect… https://t.co/IYICHHiPaX",7,5
1236043650351738880,2020-03-06 21:39:05,"Looking forwards to talking #IIoT, #EdgeComputing, and the. future of #manufacturing at World Smart Manufacturing S… https://t.co/Pecs6J4gyU",3,3
1236002898040979457,2020-03-06 18:57:09,"RT @nutanix: Celebrating #IWD2020 all month long. Meet Heidi! As a remote worker, Heidi says it's key to invest in your work relationships.…",0,4
1235730070918094848,2020-03-06 00:53:02,Let us know if your business applications are being let down by your #IoT platform; it might be time to switch to… https://t.co/DwgO0BbK91,2,1
1235228578373128192,2020-03-04 15:40:17,"How do you move into disruption and without getting swept away? We have  answers: https://t.co/FbegFHaIhs
#Nutanix… https://t.co/c6HrrhnNuF",3,1
1234944160962093059,2020-03-03 20:50:06,"Global #SmartCity investments are expected to grow from $81 billion in 2018 to $158 billion in 2022, according to… https://t.co/5MRQYT5HcB",6,0
1234863138283102208,2020-03-03 15:28:09,"RT @HardisGroup: 🏆Trophée Innovation Players pour notre projet commun avec @NutanixFrance Vision Insights ! 
🤩Bravo à tous @Dpasquin https:…",0,4
1234523817973817363,2020-03-02 16:59:49,We're not the only ones that think #edgcomputing makes sense- read @iotforall's article and then check it out for y… https://t.co/m4xXAziivZ,2,3
1234504039481643009,2020-03-02 15:41:13,"No matter what industry your business is in, we can help you on your path to #digitaltransformation. Check out what… https://t.co/xmIlJRcwSa",1,1
1233519034043379722,2020-02-28 22:27:10,"By 2050, 60% of the world's population will live in cities, creating new problems that require new solutions. See w… https://t.co/Ah8xzxuVrR",2,0
1233123650687184903,2020-02-27 20:16:03,"When it comes to designing #IoT systems, what's the difference between ""human-oriented"" use cases and ""machine-orie… https://t.co/DajrZfUPH2",4,2
1232741422027149312,2020-02-26 18:57:12,"1. Realize you're buried under a mountain of data.
2. Employ Xi IoT to free up your time.
3. FREEDOM 👏 👏 👏
Want to… https://t.co/6q4Sio2liI",1,1
1232412465474031617,2020-02-25 21:10:03,"Industry reports suggest that investments in #smartcity initiatives will total more than $150 billion by 2022, span… https://t.co/OOvpbbMYbM",7,8
1232067388792803329,2020-02-24 22:18:50,RT @iotforall: #AI and workplace #Automation are  adding a new dimension to problem-solving that is benefiting businesses in a range of ind…,0,52
1231989730545414145,2020-02-24 17:10:15,We think out of the box so you can put your #data in a box- check out how application containers change how you use… https://t.co/SHXUgIspe0,3,0
1231960157363621891,2020-02-24 15:12:44,RT @nutanix: An #IoT platform allows you to connect to any #cloud and analyze data at the edge from IoT sensors. Learn more about how @Nuta…,0,4
1230955423244701696,2020-02-21 20:40:17,"What's the deal with #edge computing? Local or #cloud-based? Bring all of your questions to our FAQ, and see what e… https://t.co/RfRPNMDmCn",5,3
1230554741874184192,2020-02-20 18:08:07,Let's talk about #IoT scale. Have you created a gameplan for growth? Learn how to elevate your business:… https://t.co/7pR7DWLchq,9,6
1230527843790139392,2020-02-20 16:21:14,"Global #SmartCity investments are expected to grow from $81 billion in 2018 to $158 billion in 2022, according to… https://t.co/nd7kXw2a4K",3,2
1230261831329079296,2020-02-19 22:44:12,"Sometimes #IoT can be complicated- let us make it simple: https://t.co/6Aot12NOUu
#IIoT #CX #Supplychain https://t.co/nALAW8isGB",4,3
1230153504259481600,2020-02-19 15:33:45,RT @nutanix: Harnessing the potential of #AI can revolutionize warehouses and distribution centers. Our Vice President and General Manager…,0,4
1229950504756797441,2020-02-19 02:07:06,Welcome to zero-touch quality assurance- let your #data do the work.💆 Find out how to get your #factory to run itse… https://t.co/p3v5AvVCKf,8,6
1229813227946729472,2020-02-18 17:01:37,"Everything is ready- your #IT is solid, your #OT smooth. There's just one thing missing to really bring change to y… https://t.co/wrhONwOD2M",5,5
1228439114699214848,2020-02-14 22:01:22,"RT @CXO_Focus: Want the run-down on #edgecomputing?
We’ve got it right here: https://t.co/vyl9EWiMu7.

#cxofocus #thoughtleadership #digita…",0,6
1228413611455983616,2020-02-14 20:20:02,"Let us count the ways we ❤️  you: 
1. Free data library
2. Pre-made AI apps
3.Real-time analytics
Read more:… https://t.co/Fq5kfZ1QoP",11,1
1228393579338485760,2020-02-14 19:00:26,"Roses are red, violets are blue, we make #IoT easier because we ❤️ you.
Let us count the ways we love you:… https://t.co/vBja88dooc",5,1
1227973749619724289,2020-02-13 15:12:11,"How do you move into disruption and without getting swept away? We have  answers: https://t.co/PTlq9dBTtK
#Nutanix… https://t.co/kg5X2sQgqf",4,1
1227645581918642179,2020-02-12 17:28:09,Some things you just can't google. Answering those critical questions can massively boost your bottom line- the glo… https://t.co/V5nUH9UU4S,5,4
1227612108675801090,2020-02-12 15:15:09,"Looking for more #ML resources? Check out this guide, then head over to https://t.co/LkcZXQc5re to put it to good u… https://t.co/WiEzU3PzPY",2,1
1227608231889035265,2020-02-12 14:59:44,RT @Nutanix_EMEA: Successful #DigitalTransformation is crucial to creating a more human-like connection with your consumers at scale. Learn…,0,2
1227336765188530176,2020-02-11 21:01:02,"Which #IoT use cases are most important? According to Bain &amp; Co, customers and vendors don't always agree- but they… https://t.co/LHQKRFEb8P",4,2
1227311429033873414,2020-02-11 19:20:21,RT @WolleMS: #Lego #Smartfabric powered by #nutanix #xiiot at #nextconf #Darmstadt https://t.co/6Z24iUVDbb,0,10
1227309590947258368,2020-02-11 19:13:03,Harnessing the potential of #AI can revolutionize warehouses and distribution centers. See how @NutanixIoT and… https://t.co/ZMyELletO4,5,2
1226979440942571528,2020-02-10 21:21:09,"3 things essential to #IoT scalability: a solid game plan, a good pilot, and a #cloud-agnostic IoT platform. Why? F… https://t.co/So1xsimVa7",6,6
1226935973226991617,2020-02-10 18:28:26,RT @nutanix: What does #representation mean to you? Hear some of our employees share their stories and perspectives in recognition of #Blac…,0,3
1226910575126511616,2020-02-10 16:47:30,RT @fusemachines: Recently released second annual Enterprise Cloud Index by Nutanix shows that 87% of Australian businesses are already mak…,0,3
1226892402134306816,2020-02-10 15:35:17,"RT @Dpasquin: @HardisGroup et @NutanixIoT au DIMS pour présenter nos IA/Edge pour la Supply Chain, nous vous attendons pour échanger et nou…",0,10
1225481329460076544,2020-02-06 18:08:11,"I spy with my data's eyes... 
Where is your #data taking you? Check out how we're using #EdgeComputing to mobilize… https://t.co/dkZce2vGuQ",6,3
1225110600776388609,2020-02-05 17:35:03,Looking to brush up your #IoT toolkit? We've got just the thing... https://t.co/ivpHICbsE1 https://t.co/dpTryTNPY7,3,2
1224754816498442240,2020-02-04 18:01:17,In the down and dirty of setting up your #enterprise with #IoT? If only there were a guide to get your… https://t.co/VhVmUTz5Q4,2,2
1224380319408762883,2020-02-03 17:13:10,"Who's excited to talk about #edgecomputing, #artificialintelligence, and #IoT tomorrow at #DIMS2020? 🖐️  We'll see… https://t.co/t97NOq5Qsp",2,2
1223270573318508544,2020-01-31 15:43:26,"According to @451Research, enterprise #IIoT decision-makers are using #IoT to.... get ahead? 😎 See what else they f… https://t.co/i7BOitg892",4,0
1223026245715349515,2020-01-30 23:32:34,"RT @IOTSWC: Listen to what @SatyamVaghani, SVP&amp;GM #IoT&amp;#AI at @nutanix, says about #IOTSWC: 🗨️'It's a space where end-users present their a…",0,2
1222942755569139713,2020-01-30 18:00:48,#NutanixIoT is like a good toolset- you can take it anywhere. Check out what we're doing in your industry:… https://t.co/t5wm1koh4s,4,1
1222652901115428872,2020-01-29 22:49:02,"Over 60% of cities have invested in smart technology, according to the @leagueofcities.  Is your city ready? Let's… https://t.co/Q6w3ENTaVl",8,7
1222608761921118209,2020-01-29 19:53:38,RT @nutanix: Successful #DigitalTransformation is crucial to creating a more human-like connection with your consumers at scale. Learn abou…,0,6
1222555553077125120,2020-01-29 16:22:12,RT @TechKnow_Online: Retailers look to hybrid #cloud as they search for flexibility #retail #hybridcloud #IoT #digitalapplications #Nutanix…,0,5
1222184109151334401,2020-01-28 15:46:13,"Do you have a plan for your data? If you'd like to figure one out, let's talk: https://t.co/ZK3OO632uG
#Nutanix… https://t.co/mfinM2UMS6",1,1
1221838488934416384,2020-01-27 16:52:51,"What if you could totally skip check-out lines? According to Juniper Research, #SmartRetail technologies are expect… https://t.co/Ad8OmFG2r6",20,13
1220866501835665408,2020-01-25 00:30:31,Smart retail is evolving faster than ever - are you ready?  See how we're powering digital transformation in the… https://t.co/RLLsF9T1Vt,8,4
1220373386221817856,2020-01-23 15:51:03,"What does the future of smart retail look like? For one thing, higher system reliability and customer satisfaction… https://t.co/xAgXgsEnk7",4,2
1220057374259544068,2020-01-22 18:55:20,"What makes a good #IoT platform?  Take a look inside what make Xi IoT special: https://t.co/4HmZGDB3Tw
#Nutanix… https://t.co/LZ9wCLBZe8",5,4
1219707788177395712,2020-01-21 19:46:12,What makes #NutanixIoT so different from other edge computing software? Find out for yourself:… https://t.co/yridytK1rv,5,4
1219646405951836161,2020-01-21 15:42:17,"🎵1...2...3...Changing functions is as easy as A...B...C...🎵
https://t.co/vJJWWdO1yA https://t.co/m9lcaNPRFM",3,1
1218710914704269313,2020-01-19 01:44:59,"@PedroDiaz0192 Hi @PedroDiaz0192, Thanks for your interest! Unfortunately, the Xi IoT account doesn’t have the abil… https://t.co/16QuhRmWva",1,0
1218224549570981890,2020-01-17 17:32:20,"How much do we believe in democratizing #IoT? We built an #app library, added built-in #edge #data, made a sensor a… https://t.co/VQuiAbgTAe",7,3
1217967119771500545,2020-01-17 00:29:24,Thanks for another awesome year at #NRF2020! Not ready to let go? Check out more of our awesome #retail solutions:… https://t.co/ZVen92hsRz,4,1
1217869858903330818,2020-01-16 18:02:55,RT @WolleMS: There it goes... #Lego SmartFactory 😍 #Raspberry only working as PLC for send/receive MQTT... DataPipeline for Image Detection…,0,7
1217518935756759042,2020-01-15 18:48:29,"Want to side-step #IIoT inhibitors? Let us guide you: https://t.co/FNSqkrRI2M
#Nutanix #NutanixIoT https://t.co/6wqpLM7gEG",3,1
1217162147756724224,2020-01-14 19:10:44,"Stick with us- we’ve got the swag😉
Come by booth 1310 to pick up power banks, chargers, and more. #NRF2020… https://t.co/5awFE55kqW",8,1
1217095475737890821,2020-01-14 14:45:48,Are you ready for the last day of #NRF2020? Make sure to cap your experience by swinging by booth 1310 for free pri… https://t.co/IQ1HUixQx7,5,0
1216818101267898368,2020-01-13 20:23:37,Working on your swag bag? Drop by booth 1310 to score the ultimate prize- POWER. #NutanixEvents #NRF2020 https://t.co/myMl5i5lo1,8,0
1216804940246548481,2020-01-13 19:31:19,Thinking about cashierless checkouts? Us too. Come by Booth 1310 to see what we have cooking! #NRF2020 https://t.co/RGxx6XR2pQ,6,2
1216804206402772992,2020-01-13 19:28:24,Looking for Nutanix? We’ve got your back🤝#NutanixEvents #NRF2020 https://t.co/gebqevg2bH,5,0
1216753683070889987,2020-01-13 16:07:38,Are you ready for #NRF2020 Day 2? Beat the crowds to Booth 1310- and win prizes while you’re at it! https://t.co/cS2ecWJk32,9,2
1216506669678694401,2020-01-12 23:46:06,We had an awesome first day at #NRF2020- how about you?  #NutanixEvents https://t.co/q6hL81GYYb,23,9
1216463055460147200,2020-01-12 20:52:47,We have a winner! Want to try your luck? Bet on booth 1310. #NRF2020 #Nutanixevents https://t.co/9JpTQwyKzc,3,1
1216419666303823874,2020-01-12 18:00:23,"Who doesn’t want free stuff? Come by booth 1310 to win chargers, stickers, bags, and more! #NRF2020 #NutanixEvents https://t.co/LeIQbjdQ0T",10,1
1216398377287593984,2020-01-12 16:35:47,Low on charge? Come by booth 1310 to get a free multi-charging cable! https://t.co/WgsVdtrc74,3,0
1216380257940451329,2020-01-12 15:23:47,"Our team is ready to go- come by Booth 1310 to talk tech, play with our interactive demos, and win prizes! https://t.co/2BgpgyKk63",5,1
1216337143469170688,2020-01-12 12:32:28,Thanks to #NRF2020 for an incredible opening night- Join us at Booth 1310 to keep the party going! We have some gre… https://t.co/qRiIlK8z1S,3,0
1216083190739357703,2020-01-11 19:43:21,"Hello New York !
Just 1 more day until #NRF2020- are you ready? #NutanixEvents https://t.co/SQyWNa25As",7,6
1215707867312984070,2020-01-10 18:51:56,RT @CXO_Focus: The holiday season means more data. #AI can help businesses to manage &amp; maintain their data resources. See how AI can lead t…,0,1
1215654539031957506,2020-01-10 15:20:02,NYC + #NRF2020 + #NutanixIoT = a match made in heaven. Come see what all the hype is about at Booth 1310!… https://t.co/yaZpAv7sEr,4,2
1215373468977504256,2020-01-09 20:43:10,🔊 You don’t need more #hardware. You need better #data insights. See how you can scale down while you ramp up-… https://t.co/7THU7gqBwk,3,0
1215288789742112769,2020-01-09 15:06:41,"RT @WolleMS: Start building an IOT Smart Fabric, the funny way... #nutanix #iot #lego #RaspberryPi   #NutanixIoT #xi #AI #EdgeComputing htt…",0,9
1215041319015505926,2020-01-08 22:43:19,Come see what's cooking in Booth #1310 at #NRF2020! We're ready to talk about #digitaltransformation in #retail! To… https://t.co/pH8bHyEgYI,3,3
1214984267253583873,2020-01-08 18:56:37,RT @Nutanix_EMEA: Great article from #Nutanix 's very own Aaron White @ronski on #DigitalTransformation for the manufacturing industry http…,0,2
1214966505399574534,2020-01-08 17:46:02,Looking forward to #NRF2020? Make sure to drop by our booth for the insider scoop on #edgecomputing + #smartretail. https://t.co/I8fDGtCuUW,4,2
1214674157046251520,2020-01-07 22:24:21,#DeepLearning is a hot topic in #AI and #IoT right now- are you up to date? Come see what we're working on:… https://t.co/YrMXrx7nJ2,3,2
1214582452787798017,2020-01-07 16:19:57,"RT @ManojChandraJha: Nutanix has made a Titan plan to increase its EMEA market share.

https://t.co/KWjobQr95x

@nutanix @NutanixIndia @Nut…",0,1
1214339620839862272,2020-01-07 00:15:01,Planning on coming to the biggest retail show of the year? We'll see you there! Stop by booth #1310 talk… https://t.co/NElpIGYrtA,2,1
1214338110265405440,2020-01-07 00:09:01,Need 1 good reason to start your #digitaltransformation journey in retail? We'll give you 5. Read more here:… https://t.co/QcK9d5K30c,2,2
1214206332418560001,2020-01-06 15:25:23,RT @rspruijt: Great to see @nutanix Xi-IoT being mentioned twice in reference of @RealGeneKim book ‘Unicorn project’ #IoT #DigitalDisruptio…,0,9
1213138786772815872,2020-01-03 16:43:20,Are you maximizing your manufacturing efficiency? #IIoT is changing the game- get started with our fast-track guide… https://t.co/58gh5OfTpy,4,2
1212838108313640961,2020-01-02 20:48:33,"According to Forbes, early adopters of #IIoT platforms prioritize security, even over scalability and usability. Re… https://t.co/ZIpJfTMCUG",3,2
1212307548738609152,2020-01-01 09:40:17,"No matter what industry your business is in, we can help you on your path to #digitaltransformation. Check out what… https://t.co/IwC66cGWdI",3,2
1212137360315633664,2019-12-31 22:24:01,"Thanks for a great year! Here are our top 9 posts from 2019. From new partnerships to old friends, we're looking fo… https://t.co/PqaMt24B5k",2,0
1211683918451265538,2019-12-30 16:22:12,"#2020 is around the corner! What #IoT objects do you have your eye on?
Find out what 451 Research has to say about… https://t.co/fa7acGT8U7",3,4
1211675579348668418,2019-12-30 15:49:04,RT @SMontigaud: Nutanix Partners With Hardis To Deliver IoT Solution For Supply Chain https://t.co/HsBTIcGng9,0,2
1210586205873725440,2019-12-27 15:40:17,Big steps are built on solid foundations. Let us help you build your #IoT #enterprise- https://t.co/c44keey1gY… https://t.co/40MbMT33oz,1,1
1210231180001521666,2019-12-26 16:09:32,"RT @konchangakita: Xi IoT LEGOスマートファクトリー大地に立つ

#XiIoT
【Xi IoTで映えるデモがしたい 第24回】動くよ - konchangakita
https://t.co/Fa3vUfljWH",0,4
1209851505341337601,2019-12-25 15:00:51,#HappyHolidays from the IoT team! https://t.co/6DlkHN7e1y,6,4
1209598953949421569,2019-12-24 22:17:18,"Wherever your business is going, your #IoT #data can help get you there. Let us help you put it to work:… https://t.co/5JtwjJsSmC",3,4
1209479842133094400,2019-12-24 14:24:00,"RT @konchangakita: When the first time start-up at the event
*sabotender is personal hobby
I am Hero of Light!
#ヒカセン https://t.co/n2XpLTtB7P",0,5
1209146480101068800,2019-12-23 16:19:20,"RT @tuxtof: While we are releasing Xi IoT version “December 2019"", it has also been a year since we released the first version of our produ…",0,10
1209127905370034176,2019-12-23 15:05:31,IDC predicts that the collective sum of the world’s data will grow from 33 zettabytes in 2018 to 175ZB by 2025. Wit… https://t.co/LmpFfZYKk8,2,2
1208059599393300480,2019-12-20 16:20:27,RT @SatyamVaghani: A lot happened at @NutanixIoT this year. Here's the engineering side of the story from @akhileshjoshi https://t.co/WAqV3…,0,1
1208059464269611009,2019-12-20 16:19:55,RT @WEI_com: .@nutanix is announcing a supply chain optimization solution that harnesses the power of #IoT and #AI from the edge to the #Cl…,0,1
1208049962329743360,2019-12-20 15:42:10,#IoT is driving a wave of computing designed to feed connected machines and devices. Learn how it’s unfolding in th… https://t.co/2rfzVXVC0g,4,2
1208045014040948737,2019-12-20 15:22:30,"RT @tuxtof: Update my first edge in @nutanix Xi-IoT 1.15 in one click and just few minutes, always impressive https://t.co/HvQqWDwGWl",0,9
1207720060414025729,2019-12-19 17:51:15,We understand that #IoT enterprises mature at different rates. That's why we're all about helping you reach that… https://t.co/Ba1imSISSy,5,4
1207356111206178816,2019-12-18 17:45:03,"The manufacturing industry is primed and ready for #IIoT, but not everybody evolves at the same speed. So how do yo… https://t.co/R2tEJH0E7e",1,2
1207233797516861441,2019-12-18 09:39:01,"What does the future hold for #smartcities? (Hint: #IoT is making BIG moves.)
Read this article:… https://t.co/4WK82i1zxI",4,2
1206963953173176320,2019-12-17 15:46:45,Where are you on the path to #IIoT? Find out where you stand and how to get ahead: https://t.co/21yQUdWsGr  😎… https://t.co/VqANGa3yGn,9,1
1206833909734027270,2019-12-17 07:10:00,"RT @RedingtonValue: One-Click IoT and AI-based Smart Supply Chain Solutions by Hardis Group and Nutanix

Click the link to know more from @…",0,3
1206610487313682432,2019-12-16 16:22:12,"Everything is ready- your #IT is solid, your #OT smooth. There's just one thing missing to really bring change to y… https://t.co/bOlff9hQm7",6,1
1206597297095790592,2019-12-16 15:29:47,👏We👏love 👏the👏@TokyoElectronUS👏team!!👏 https://t.co/qt3BIqyEG4,3,0
1206588027667177472,2019-12-16 14:52:57,"RT @Dpasquin: 🤩 Really proud of my team, in 10 years I hope to use this picture to open our keynote and tell the story of our team and of o…",0,6
